date,mine_id,blast_count,delay_h,delay_reason
2023-02-28,DEMO-01,5,0.0,none
2023-03-01,DEMO-01,1,0.0,none
2023-03-02,DEMO-01,1,0.0,none
2023-03-03,DEMO-01,1,0.0,none
2023-03-04,DEMO-01,2,0.0,none
2023-03-05,DEMO-01,6,0.0,none
2023-03-06,DEMO-01,3,0.0,none
2023-03-07,DEMO-01,2,1.52,ventilation
2023-03-08,DEMO-01,2,0.0,none
2023-03-09,DEMO-01,2,0.0,none
2023-03-10,DEMO-01,0,0.0,none
2023-03-11,DEMO-01,1,0.0,none
2023-03-12,DEMO-01,3,0.0,none
2023-03-13,DEMO-01,5,0.0,none
2023-03-14,DEMO-01,4,0.0,none
2023-03-15,DEMO-01,3,0.0,none
2023-03-16,DEMO-01,1,0.0,none
2023-03-17,DEMO-01,0,0.0,none
2023-03-18,DEMO-01,3,5.15,equipment
2023-03-19,DEMO-01,1,0.0,none
2023-03-20,DEMO-01,2,0.0,none
2023-03-21,DEMO-01,2,0.0,none
2023-03-22,DEMO-01,3,0.0,none
2023-03-23,DEMO-01,3,0.0,none
2023-03-24,DEMO-01,1,0.0,none
2023-03-25,DEMO-01,2,0.0,none
2023-03-26,DEMO-01,2,0.0,none
2023-03-27,DEMO-01,2,0.0,none
2023-03-28,DEMO-01,0,0.0,none
2023-03-29,DEMO-01,6,0.0,none
2023-03-30,DEMO-01,0,0.0,none
2023-03-31,DEMO-01,2,0.0,none
2023-04-01,DEMO-01,3,0.0,none
2023-04-02,DEMO-01,1,0.0,none
2023-04-03,DEMO-01,1,0.0,none
2023-04-04,DEMO-01,1,0.0,none
2023-04-05,DEMO-01,5,0.0,none
2023-04-06,DEMO-01,1,0.3,misfire
2023-04-07,DEMO-01,3,4.33,ventilation
2023-04-08,DEMO-01,0,0.0,none
2023-04-09,DEMO-01,3,0.0,none
2023-04-10,DEMO-01,6,0.0,none
2023-04-11,DEMO-01,1,0.0,none
2023-04-12,DEMO-01,2,0.0,none
2023-04-13,DEMO-01,1,0.0,none
2023-04-14,DEMO-01,2,0.0,none
2023-04-15,DEMO-01,1,0.0,none
2023-04-16,DEMO-01,1,0.0,none
2023-04-17,DEMO-01,3,0.0,none
2023-04-18,DEMO-01,3,0.0,none
2023-04-19,DEMO-01,4,2.28,ventilation
2023-04-20,DEMO-01,1,0.0,none
2023-04-21,DEMO-01,2,0.0,none
2023-04-22,DEMO-01,2,0.0,none
2023-04-23,DEMO-01,1,0.0,none
2023-04-24,DEMO-01,3,0.0,none
2023-04-25,DEMO-01,4,0.0,none
2023-04-26,DEMO-01,3,0.0,none
2023-04-27,DEMO-01,4,0.0,none
2023-04-28,DEMO-01,2,0.0,none
2023-04-29,DEMO-01,5,0.0,none
2023-04-30,DEMO-01,3,0.0,none
2023-05-01,DEMO-01,1,0.0,none
2023-05-02,DEMO-01,3,0.0,none
2023-05-03,DEMO-01,1,0.0,none
2023-05-04,DEMO-01,3,0.0,none
2023-05-05,DEMO-01,3,0.0,none
2023-05-06,DEMO-01,1,0.0,none
2023-05-07,DEMO-01,1,0.0,none
2023-05-08,DEMO-01,3,9.59,misfire
2023-05-09,DEMO-01,1,0.0,none
2023-05-10,DEMO-01,2,5.24,equipment
2023-05-11,DEMO-01,2,0.0,none
2023-05-12,DEMO-01,1,0.0,none
2023-05-13,DEMO-01,0,0.0,none
2023-05-14,DEMO-01,2,0.0,none
2023-05-15,DEMO-01,2,0.0,none
2023-05-16,DEMO-01,2,0.0,none
2023-05-17,DEMO-01,0,0.0,none
2023-05-18,DEMO-01,3,0.0,none
2023-05-19,DEMO-01,2,0.0,none
2023-05-20,DEMO-01,1,0.0,none
2023-05-21,DEMO-01,1,0.0,none
2023-05-22,DEMO-01,2,0.0,none
2023-05-23,DEMO-01,3,0.0,none
2023-05-24,DEMO-01,0,0.0,none
2023-05-25,DEMO-01,2,1.88,equipment
2023-05-26,DEMO-01,2,0.0,none
2023-05-27,DEMO-01,3,0.0,none
2023-05-28,DEMO-01,3,0.0,none
2023-05-29,DEMO-01,2,0.0,none
2023-05-30,DEMO-01,1,0.0,none
2023-05-31,DEMO-01,3,0.0,none
2023-06-01,DEMO-01,1,0.0,none
2023-06-02,DEMO-01,2,0.78,ventilation
2023-06-03,DEMO-01,3,0.0,none
2023-06-04,DEMO-01,1,4.87,ground_conditions
2023-06-05,DEMO-01,2,0.0,none
2023-06-06,DEMO-01,4,1.21,ground_conditions
2023-06-07,DEMO-01,1,0.0,none
2023-06-08,DEMO-01,1,0.0,none
2023-06-09,DEMO-01,2,0.0,none
2023-06-10,DEMO-01,5,3.06,equipment
2023-06-11,DEMO-01,2,0.0,none
2023-06-12,DEMO-01,2,0.0,none
2023-06-13,DEMO-01,0,0.0,none
2023-06-14,DEMO-01,1,0.0,none
2023-06-15,DEMO-01,0,0.0,none
2023-06-16,DEMO-01,0,0.6,misfire
2023-06-17,DEMO-01,1,0.0,none
2023-06-18,DEMO-01,3,0.0,none
2023-06-19,DEMO-01,1,0.0,none
2023-06-20,DEMO-01,1,1.59,ground_conditions
2023-06-21,DEMO-01,1,0.0,none
2023-06-22,DEMO-01,1,0.0,none
2023-06-23,DEMO-01,0,8.59,rainfall
2023-06-24,DEMO-01,0,0.0,none
2023-06-25,DEMO-01,5,0.0,none
2023-06-26,DEMO-01,2,0.0,none
2023-06-27,DEMO-01,4,0.0,none
2023-06-28,DEMO-01,0,13.92,ground_conditions
2023-06-29,DEMO-01,1,0.0,none
2023-06-30,DEMO-01,1,12.29,rainfall
2023-07-01,DEMO-01,1,0.0,none
2023-07-02,DEMO-01,4,5.54,equipment
2023-07-03,DEMO-01,1,0.0,none
2023-07-04,DEMO-01,2,6.14,wet_holes
2023-07-05,DEMO-01,0,0.0,none
2023-07-06,DEMO-01,1,2.76,ventilation
2023-07-07,DEMO-01,0,3.48,ground_conditions
2023-07-08,DEMO-01,1,5.63,ground_conditions
2023-07-09,DEMO-01,2,2.92,rainfall
2023-07-10,DEMO-01,2,3.83,rainfall
2023-07-11,DEMO-01,2,0.0,none
2023-07-12,DEMO-01,1,8.75,ground_conditions
2023-07-13,DEMO-01,0,14.0,ground_conditions
2023-07-14,DEMO-01,1,2.72,ventilation
2023-07-15,DEMO-01,2,0.0,none
2023-07-16,DEMO-01,3,14.0,ground_conditions
2023-07-17,DEMO-01,0,5.34,rainfall
2023-07-18,DEMO-01,0,0.0,none
2023-07-19,DEMO-01,0,9.17,rainfall
2023-07-20,DEMO-01,2,14.0,ground_conditions
2023-07-21,DEMO-01,3,8.09,ground_conditions
2023-07-22,DEMO-01,2,9.15,ground_conditions
2023-07-23,DEMO-01,2,0.0,none
2023-07-24,DEMO-01,0,9.46,rainfall
2023-07-25,DEMO-01,3,0.0,none
2023-07-26,DEMO-01,3,14.0,ground_conditions
2023-07-27,DEMO-01,0,0.0,none
2023-07-28,DEMO-01,1,3.82,rainfall
2023-07-29,DEMO-01,1,3.85,rainfall
2023-07-30,DEMO-01,0,6.77,ground_conditions
2023-07-31,DEMO-01,1,0.0,none
2023-08-01,DEMO-01,0,0.0,none
2023-08-02,DEMO-01,1,0.0,none
2023-08-03,DEMO-01,1,9.7,wet_holes
2023-08-04,DEMO-01,0,9.69,ground_conditions
2023-08-05,DEMO-01,0,4.86,rainfall
2023-08-06,DEMO-01,0,0.0,none
2023-08-07,DEMO-01,3,0.0,none
2023-08-08,DEMO-01,4,0.0,none
2023-08-09,DEMO-01,1,0.0,none
2023-08-10,DEMO-01,2,1.88,misfire
2023-08-11,DEMO-01,1,0.0,none
2023-08-12,DEMO-01,2,0.0,none
2023-08-13,DEMO-01,2,9.9,ground_conditions
2023-08-14,DEMO-01,3,1.8,equipment
2023-08-15,DEMO-01,0,0.0,none
2023-08-16,DEMO-01,0,0.56,misfire
2023-08-17,DEMO-01,3,0.0,none
2023-08-18,DEMO-01,0,3.14,equipment
2023-08-19,DEMO-01,0,0.0,none
2023-08-20,DEMO-01,2,8.89,ground_conditions
2023-08-21,DEMO-01,1,0.0,none
2023-08-22,DEMO-01,1,0.0,none
2023-08-23,DEMO-01,1,0.0,none
2023-08-24,DEMO-01,0,0.0,none
2023-08-25,DEMO-01,0,6.3,wet_holes
2023-08-26,DEMO-01,0,0.0,none
2023-08-27,DEMO-01,3,1.74,equipment
2023-08-28,DEMO-01,3,0.0,none
2023-08-29,DEMO-01,1,0.0,none
2023-08-30,DEMO-01,2,0.0,none
2023-08-31,DEMO-01,1,0.0,none
2023-09-01,DEMO-01,4,3.54,ground_conditions
2023-09-02,DEMO-01,3,0.0,none
2023-09-03,DEMO-01,3,0.0,none
2023-09-04,DEMO-01,3,0.0,none
2023-09-05,DEMO-01,1,3.89,ground_conditions
2023-09-06,DEMO-01,1,0.0,none
2023-09-07,DEMO-01,1,0.0,none
2023-09-08,DEMO-01,3,0.0,none
2023-09-09,DEMO-01,0,1.69,misfire
2023-09-10,DEMO-01,1,0.0,none
2023-09-11,DEMO-01,2,0.0,none
2023-09-12,DEMO-01,2,0.0,none
2023-09-13,DEMO-01,1,0.0,none
2023-09-14,DEMO-01,0,0.0,none
2023-09-15,DEMO-01,2,0.0,none
2023-09-16,DEMO-01,2,0.0,none
2023-09-17,DEMO-01,1,0.0,none
2023-09-18,DEMO-01,5,0.0,none
2023-09-19,DEMO-01,2,0.0,none
2023-09-20,DEMO-01,3,14.0,wet_holes
2023-09-21,DEMO-01,0,0.0,none
2023-09-22,DEMO-01,0,0.0,none
2023-09-23,DEMO-01,3,0.0,none
2023-09-24,DEMO-01,4,0.0,none
2023-09-25,DEMO-01,2,0.0,none
2023-09-26,DEMO-01,1,0.0,none
2023-09-27,DEMO-01,4,0.0,none
2023-09-28,DEMO-01,2,0.0,none
2023-09-29,DEMO-01,1,0.0,none
2023-09-30,DEMO-01,2,0.0,none
2023-10-01,DEMO-01,0,0.0,none
2023-10-02,DEMO-01,1,2.04,misfire
2023-10-03,DEMO-01,1,0.0,none
2023-10-04,DEMO-01,2,0.0,none
2023-10-05,DEMO-01,0,0.0,none
2023-10-06,DEMO-01,4,0.0,none
2023-10-07,DEMO-01,1,0.91,misfire
2023-10-08,DEMO-01,2,0.0,none
2023-10-09,DEMO-01,0,0.0,none
2023-10-10,DEMO-01,3,0.0,none
2023-10-11,DEMO-01,1,0.0,none
2023-10-12,DEMO-01,2,0.0,none
2023-10-13,DEMO-01,4,0.0,none
2023-10-14,DEMO-01,1,0.0,none
2023-10-15,DEMO-01,1,0.0,none
2023-10-16,DEMO-01,0,6.41,ground_conditions
2023-10-17,DEMO-01,2,0.0,none
2023-10-18,DEMO-01,1,0.0,none
2023-10-19,DEMO-01,2,0.0,none
2023-10-20,DEMO-01,4,0.0,none
2023-10-21,DEMO-01,4,0.0,none
2023-10-22,DEMO-01,4,0.0,none
2023-10-23,DEMO-01,1,0.0,none
2023-10-24,DEMO-01,2,0.0,none
2023-10-25,DEMO-01,4,0.0,none
2023-10-26,DEMO-01,1,0.0,none
2023-10-27,DEMO-01,3,0.0,none
2023-10-28,DEMO-01,1,0.0,none
2023-10-29,DEMO-01,2,0.0,none
2023-10-30,DEMO-01,3,0.0,none
2023-10-31,DEMO-01,1,0.0,none
2023-11-01,DEMO-01,2,0.0,none
2023-11-02,DEMO-01,5,0.0,none
2023-11-03,DEMO-01,0,0.0,none
2023-11-04,DEMO-01,2,0.0,none
2023-11-05,DEMO-01,6,1.15,misfire
2023-11-06,DEMO-01,1,0.0,none
2023-11-07,DEMO-01,3,0.0,none
2023-11-08,DEMO-01,3,0.0,none
2023-11-09,DEMO-01,4,0.0,none
2023-11-10,DEMO-01,3,0.0,none
2023-11-11,DEMO-01,2,0.0,none
2023-11-12,DEMO-01,2,0.0,none
2023-11-13,DEMO-01,1,0.0,none
2023-11-14,DEMO-01,2,0.0,none
2023-11-15,DEMO-01,3,0.0,none
2023-11-16,DEMO-01,2,0.0,none
2023-11-17,DEMO-01,3,0.0,none
2023-11-18,DEMO-01,5,3.06,ground_conditions
2023-11-19,DEMO-01,1,0.0,none
2023-11-20,DEMO-01,1,0.0,none
2023-11-21,DEMO-01,3,0.0,none
2023-11-22,DEMO-01,1,0.0,none
2023-11-23,DEMO-01,1,0.0,none
2023-11-24,DEMO-01,0,0.0,none
2023-11-25,DEMO-01,4,0.39,equipment
2023-11-26,DEMO-01,2,0.0,none
2023-11-27,DEMO-01,3,3.84,ground_conditions
2023-11-28,DEMO-01,2,0.0,none
2023-11-29,DEMO-01,0,0.0,none
2023-11-30,DEMO-01,0,0.0,none
2023-12-01,DEMO-01,4,0.0,none
2023-12-02,DEMO-01,0,0.0,none
2023-12-03,DEMO-01,1,0.0,none
2023-12-04,DEMO-01,4,0.0,none
2023-12-05,DEMO-01,0,0.0,none
2023-12-06,DEMO-01,4,0.0,none
2023-12-07,DEMO-01,2,0.0,none
2023-12-08,DEMO-01,3,0.0,none
2023-12-09,DEMO-01,0,0.0,none
2023-12-10,DEMO-01,1,0.89,equipment
2023-12-11,DEMO-01,3,0.0,none
2023-12-12,DEMO-01,5,0.0,none
2023-12-13,DEMO-01,5,0.0,none
2023-12-14,DEMO-01,2,0.0,none
2023-12-15,DEMO-01,5,0.0,none
2023-12-16,DEMO-01,1,0.0,none
2023-12-17,DEMO-01,3,0.0,none
2023-12-18,DEMO-01,3,0.0,none
2023-12-19,DEMO-01,0,0.0,none
2023-12-20,DEMO-01,2,0.0,none
2023-12-21,DEMO-01,0,0.0,none
2023-12-22,DEMO-01,6,0.0,none
2023-12-23,DEMO-01,2,0.0,none
2023-12-24,DEMO-01,2,0.0,none
2023-12-25,DEMO-01,3,0.0,none
2023-12-26,DEMO-01,3,0.0,none
2023-12-27,DEMO-01,6,0.0,none
2023-12-28,DEMO-01,2,0.0,none
2023-12-29,DEMO-01,4,0.0,none
2023-12-30,DEMO-01,0,0.0,none
2023-12-31,DEMO-01,3,0.0,none
2024-01-01,DEMO-01,3,0.0,none
2024-01-02,DEMO-01,4,0.0,none
2024-01-03,DEMO-01,4,0.0,none
2024-01-04,DEMO-01,1,0.0,none
2024-01-05,DEMO-01,1,0.0,none
2024-01-06,DEMO-01,3,0.0,none
2024-01-07,DEMO-01,3,1.05,equipment
2024-01-08,DEMO-01,0,0.0,none
2024-01-09,DEMO-01,1,0.0,none
2024-01-10,DEMO-01,4,0.0,none
2024-01-11,DEMO-01,0,0.0,none
2024-01-12,DEMO-01,3,0.0,none
2024-01-13,DEMO-01,4,0.0,none
2024-01-14,DEMO-01,2,0.0,none
2024-01-15,DEMO-01,0,0.0,none
2024-01-16,DEMO-01,4,0.0,none
2024-01-17,DEMO-01,3,0.0,none
2024-01-18,DEMO-01,6,0.0,none
2024-01-19,DEMO-01,3,0.0,none
2024-01-20,DEMO-01,1,0.0,none
2024-01-21,DEMO-01,2,0.0,none
2024-01-22,DEMO-01,1,0.0,none
2024-01-23,DEMO-01,0,0.0,none
2024-01-24,DEMO-01,2,0.0,none
2024-01-25,DEMO-01,1,0.0,none
2024-01-26,DEMO-01,3,0.0,none
2024-01-27,DEMO-01,2,0.0,none
2024-01-28,DEMO-01,2,0.0,none
2024-01-29,DEMO-01,0,0.0,none
2024-01-30,DEMO-01,5,2.22,ground_conditions
2024-01-31,DEMO-01,2,0.0,none
2024-02-01,DEMO-01,3,0.0,none
2024-02-02,DEMO-01,3,0.0,none
2024-02-03,DEMO-01,2,0.0,none
2024-02-04,DEMO-01,2,0.0,none
2024-02-05,DEMO-01,2,0.0,none
2024-02-06,DEMO-01,1,0.0,none
2024-02-07,DEMO-01,0,0.0,none
2024-02-08,DEMO-01,1,0.0,none
2024-02-09,DEMO-01,1,0.0,none
2024-02-10,DEMO-01,3,0.0,none
2024-02-11,DEMO-01,3,0.0,none
2024-02-12,DEMO-01,2,0.0,none
2024-02-13,DEMO-01,1,0.0,none
2024-02-14,DEMO-01,2,0.0,none
2024-02-15,DEMO-01,0,0.0,none
2024-02-16,DEMO-01,3,0.0,none
2024-02-17,DEMO-01,2,0.0,none
2024-02-18,DEMO-01,2,0.0,none
2024-02-19,DEMO-01,1,0.0,none
2024-02-20,DEMO-01,2,0.0,none
2024-02-21,DEMO-01,2,0.0,none
2024-02-22,DEMO-01,0,0.0,none
2024-02-23,DEMO-01,4,0.0,none
2024-02-24,DEMO-01,4,0.0,none
2024-02-25,DEMO-01,3,0.0,none
2024-02-26,DEMO-01,1,0.0,none
2024-02-27,DEMO-01,3,0.0,none
2024-02-28,DEMO-01,0,0.0,none
2024-02-29,DEMO-01,3,0.0,none
2024-03-01,DEMO-01,3,0.0,none
2024-03-02,DEMO-01,2,0.0,none
2024-03-03,DEMO-01,1,0.0,none
2024-03-04,DEMO-01,3,0.0,none
2024-03-05,DEMO-01,1,0.0,none
2024-03-06,DEMO-01,3,0.0,none
2024-03-07,DEMO-01,3,1.75,equipment
2024-03-08,DEMO-01,6,0.0,none
2024-03-09,DEMO-01,1,0.0,none
2024-03-10,DEMO-01,2,0.0,none
2024-03-11,DEMO-01,1,0.0,none
2024-03-12,DEMO-01,1,0.0,none
2024-03-13,DEMO-01,3,0.0,none
2024-03-14,DEMO-01,2,0.0,none
2024-03-15,DEMO-01,2,0.0,none
2024-03-16,DEMO-01,0,0.0,none
2024-03-17,DEMO-01,1,0.0,none
2024-03-18,DEMO-01,1,0.0,none
2024-03-19,DEMO-01,0,0.0,none
2024-03-20,DEMO-01,0,0.0,none
2024-03-21,DEMO-01,5,0.0,none
2024-03-22,DEMO-01,5,0.0,none
2024-03-23,DEMO-01,2,0.0,none
2024-03-24,DEMO-01,2,0.0,none
2024-03-25,DEMO-01,2,0.0,none
2024-03-26,DEMO-01,2,0.0,none
2024-03-27,DEMO-01,2,0.0,none
2024-03-28,DEMO-01,2,0.0,none
2024-03-29,DEMO-01,2,0.0,none
2024-03-30,DEMO-01,4,0.0,none
2024-03-31,DEMO-01,4,0.0,none
2024-04-01,DEMO-01,3,0.0,none
2024-04-02,DEMO-01,0,0.0,none
2024-04-03,DEMO-01,5,0.0,none
2024-04-04,DEMO-01,2,0.75,equipment
2024-04-05,DEMO-01,2,0.0,none
2024-04-06,DEMO-01,3,0.0,none
2024-04-07,DEMO-01,2,0.0,none
2024-04-08,DEMO-01,2,0.0,none
2024-04-09,DEMO-01,4,0.0,none
2024-04-10,DEMO-01,2,0.0,none
2024-04-11,DEMO-01,1,0.0,none
2024-04-12,DEMO-01,5,1.42,ventilation
2024-04-13,DEMO-01,2,0.0,none
2024-04-14,DEMO-01,4,3.54,misfire
2024-04-15,DEMO-01,2,0.0,none
2024-04-16,DEMO-01,3,0.0,none
2024-04-17,DEMO-01,1,0.0,none
2024-04-18,DEMO-01,0,0.0,none
2024-04-19,DEMO-01,0,0.0,none
2024-04-20,DEMO-01,4,0.0,none
2024-04-21,DEMO-01,2,0.0,none
2024-04-22,DEMO-01,0,0.0,none
2024-04-23,DEMO-01,4,0.0,none
2024-04-24,DEMO-01,2,0.0,none
2024-04-25,DEMO-01,2,0.0,none
2024-04-26,DEMO-01,2,0.0,none
2024-04-27,DEMO-01,0,0.0,none
2024-04-28,DEMO-01,5,0.0,none
2024-04-29,DEMO-01,5,0.0,none
2024-04-30,DEMO-01,0,0.0,none
2024-05-01,DEMO-01,3,0.0,none
2024-05-02,DEMO-01,1,0.0,none
2024-05-03,DEMO-01,1,0.0,none
2024-05-04,DEMO-01,3,0.0,none
2024-05-05,DEMO-01,0,0.0,none
2024-05-06,DEMO-01,1,0.0,none
2024-05-07,DEMO-01,2,0.0,none
2024-05-08,DEMO-01,5,0.0,none
2024-05-09,DEMO-01,1,0.0,none
2024-05-10,DEMO-01,1,0.0,none
2024-05-11,DEMO-01,4,0.0,none
2024-05-12,DEMO-01,1,7.23,wet_holes
2024-05-13,DEMO-01,3,0.0,none
2024-05-14,DEMO-01,5,0.0,none
2024-05-15,DEMO-01,1,11.49,ventilation
2024-05-16,DEMO-01,1,0.0,none
2024-05-17,DEMO-01,2,0.0,none
2024-05-18,DEMO-01,1,0.0,none
2024-05-19,DEMO-01,1,0.0,none
2024-05-20,DEMO-01,1,10.63,ground_conditions
2024-05-21,DEMO-01,1,0.0,none
2024-05-22,DEMO-01,1,0.0,none
2024-05-23,DEMO-01,1,0.0,none
2024-05-24,DEMO-01,5,3.09,ground_conditions
2024-05-25,DEMO-01,1,0.0,none
2024-05-26,DEMO-01,2,0.0,none
2024-05-27,DEMO-01,2,0.0,none
2024-05-28,DEMO-01,1,0.0,none
2024-05-29,DEMO-01,2,0.0,none
2024-05-30,DEMO-01,1,0.0,none
2024-05-31,DEMO-01,2,0.0,none
2024-06-01,DEMO-01,1,0.0,none
2024-06-02,DEMO-01,2,2.08,ventilation
2024-06-03,DEMO-01,4,0.0,none
2024-06-04,DEMO-01,1,0.0,none
2024-06-05,DEMO-01,4,0.0,none
2024-06-06,DEMO-01,1,0.0,none
2024-06-07,DEMO-01,2,0.0,none
2024-06-08,DEMO-01,1,0.0,none
2024-06-09,DEMO-01,1,0.0,none
2024-06-10,DEMO-01,1,8.13,wet_holes
2024-06-11,DEMO-01,2,0.0,none
2024-06-12,DEMO-01,3,5.62,equipment
2024-06-13,DEMO-01,2,0.0,none
2024-06-14,DEMO-01,0,0.0,none
2024-06-15,DEMO-01,2,6.2,wet_holes
2024-06-16,DEMO-01,2,0.0,none
2024-06-17,DEMO-01,0,0.71,ventilation
2024-06-18,DEMO-01,1,0.0,none
2024-06-19,DEMO-01,1,6.02,ground_conditions
2024-06-20,DEMO-01,0,5.06,wet_holes
2024-06-21,DEMO-01,1,0.0,none
2024-06-22,DEMO-01,1,0.0,none
2024-06-23,DEMO-01,1,4.44,wet_holes
2024-06-24,DEMO-01,1,0.0,none
2024-06-25,DEMO-01,0,2.91,equipment
2024-06-26,DEMO-01,3,0.0,none
2024-06-27,DEMO-01,3,11.12,rainfall
2024-06-28,DEMO-01,2,0.0,none
2024-06-29,DEMO-01,1,0.0,none
2024-06-30,DEMO-01,1,0.0,none
2024-07-01,DEMO-01,2,4.26,ground_conditions
2024-07-02,DEMO-01,1,3.72,rainfall
2024-07-03,DEMO-01,1,8.17,ground_conditions
2024-07-04,DEMO-01,3,0.0,none
2024-07-05,DEMO-01,0,0.0,none
2024-07-06,DEMO-01,1,0.0,none
2024-07-07,DEMO-01,5,0.0,none
2024-07-08,DEMO-01,1,11.96,ground_conditions
2024-07-09,DEMO-01,2,0.0,none
2024-07-10,DEMO-01,1,6.34,rainfall
2024-07-11,DEMO-01,2,6.41,ground_conditions
2024-07-12,DEMO-01,2,5.57,ground_conditions
2024-07-13,DEMO-01,4,1.39,equipment
2024-07-14,DEMO-01,2,0.0,none
2024-07-15,DEMO-01,1,0.0,none
2024-07-16,DEMO-01,0,3.74,misfire
2024-07-17,DEMO-01,1,0.0,none
2024-07-18,DEMO-01,1,5.46,rainfall
2024-07-19,DEMO-01,1,14.0,ground_conditions
2024-07-20,DEMO-01,1,0.0,none
2024-07-21,DEMO-01,3,0.0,none
2024-07-22,DEMO-01,1,0.0,none
2024-07-23,DEMO-01,4,0.0,none
2024-07-24,DEMO-01,2,6.01,ground_conditions
2024-07-25,DEMO-01,2,0.0,none
2024-07-26,DEMO-01,4,0.0,none
2024-07-27,DEMO-01,0,0.0,none
2024-07-28,DEMO-01,0,0.0,none
2024-07-29,DEMO-01,0,0.0,none
2024-07-30,DEMO-01,3,0.0,none
2024-07-31,DEMO-01,2,0.59,ground_conditions
2024-08-01,DEMO-01,0,0.0,none
2024-08-02,DEMO-01,1,1.28,ventilation
2024-08-03,DEMO-01,2,0.0,none
2024-08-04,DEMO-01,0,9.29,ground_conditions
2024-08-05,DEMO-01,1,0.0,none
2024-08-06,DEMO-01,1,0.0,none
2024-08-07,DEMO-01,0,0.0,none
2024-08-08,DEMO-01,2,2.87,ventilation
2024-08-09,DEMO-01,0,0.0,none
2024-08-10,DEMO-01,1,0.0,none
2024-08-11,DEMO-01,0,0.0,none
2024-08-12,DEMO-01,4,0.0,none
2024-08-13,DEMO-01,4,0.0,none
2024-08-14,DEMO-01,3,0.0,none
2024-08-15,DEMO-01,3,0.0,none
2024-08-16,DEMO-01,0,0.0,none
2024-08-17,DEMO-01,0,0.0,none
2024-08-18,DEMO-01,3,0.0,none
2024-08-19,DEMO-01,0,4.02,ventilation
2024-08-20,DEMO-01,1,8.39,wet_holes
2024-08-21,DEMO-01,2,1.81,ground_conditions
2024-08-22,DEMO-01,3,0.0,none
2024-08-23,DEMO-01,4,10.3,rainfall
2024-08-24,DEMO-01,3,5.11,rainfall
2024-08-25,DEMO-01,0,10.87,rainfall
2024-08-26,DEMO-01,2,0.0,none
2024-08-27,DEMO-01,2,0.0,none
2024-08-28,DEMO-01,3,0.0,none
2024-08-29,DEMO-01,1,2.59,ventilation
2024-08-30,DEMO-01,0,0.0,none
2024-08-31,DEMO-01,1,0.0,none
2024-09-01,DEMO-01,2,0.3,misfire
2024-09-02,DEMO-01,2,4.88,wet_holes
2024-09-03,DEMO-01,1,0.0,none
2024-09-04,DEMO-01,1,0.0,none
2024-09-05,DEMO-01,0,0.0,none
2024-09-06,DEMO-01,2,0.0,none
2024-09-07,DEMO-01,3,0.0,none
