date,mine_id,planned_t,actual_t,avg_mn_pct
2023-05-11,DEMO-01,2382.9,2337.8,30.93
2023-05-12,DEMO-01,2329.0,2107.0,30.64
2023-05-13,DEMO-01,2335.0,2221.6,32.01
2023-05-14,DEMO-01,2295.3,2246.1,28.95
2023-05-15,DEMO-01,2288.3,2029.0,30.03
2023-05-16,DEMO-01,2334.3,1957.2,31.89
2023-05-17,DEMO-01,2402.3,2447.4,31.93
2023-05-18,DEMO-01,2240.8,1998.1,32.41
2023-05-19,DEMO-01,2275.4,1985.4,31.15
2023-05-20,DEMO-01,2255.9,2060.5,31.28
2023-05-21,DEMO-01,2201.8,2146.4,29.26
2023-05-22,DEMO-01,2196.4,2209.9,30.82
2023-05-23,DEMO-01,2235.0,2139.1,31.26
2023-05-24,DEMO-01,2248.6,2029.3,30.34
2023-05-25,DEMO-01,2343.2,2157.0,30.65
2023-05-26,DEMO-01,2314.5,2262.1,31.75
2023-05-27,DEMO-01,2209.7,2094.1,31.91
2023-05-28,DEMO-01,2291.9,2238.0,30.85
2023-05-29,DEMO-01,2200.0,1956.9,30.56
2023-05-30,DEMO-01,2233.6,1937.2,31.19
2023-05-31,DEMO-01,2250.6,1840.5,30.23
2023-06-01,DEMO-01,2343.1,2300.3,31.4
2023-06-02,DEMO-01,2236.1,1990.7,30.03
2023-06-03,DEMO-01,2134.2,1838.4,31.08
2023-06-04,DEMO-01,2250.5,1721.0,30.39
2023-06-05,DEMO-01,2266.1,2050.5,29.85
2023-06-06,DEMO-01,2246.4,1960.8,30.65
2023-06-07,DEMO-01,2136.8,2006.7,29.97
2023-06-08,DEMO-01,2192.3,1990.7,31.12
2023-06-09,DEMO-01,2178.4,2089.6,29.39
2023-06-10,DEMO-01,2270.5,1988.8,30.39
2023-06-11,DEMO-01,2201.0,2077.7,29.54
2023-06-12,DEMO-01,2255.4,2067.1,31.15
2023-06-13,DEMO-01,2115.8,1866.7,30.7
2023-06-14,DEMO-01,2136.8,2042.9,30.02
2023-06-15,DEMO-01,2113.1,1851.2,30.01
2023-06-16,DEMO-01,2190.5,2016.5,31.42
2023-06-17,DEMO-01,2193.3,1940.4,30.6
2023-06-18,DEMO-01,2146.2,1538.9,29.28
2023-06-19,DEMO-01,2124.0,1867.0,30.68
2023-06-20,DEMO-01,2136.0,1780.0,29.38
2023-06-21,DEMO-01,2031.3,1826.1,29.95
2023-06-22,DEMO-01,2079.0,1814.6,28.01
2023-06-23,DEMO-01,2077.9,1270.1,30.45
2023-06-24,DEMO-01,2090.0,1817.8,29.16
2023-06-25,DEMO-01,2049.6,1789.3,29.52
2023-06-26,DEMO-01,2033.6,1585.3,28.48
2023-06-27,DEMO-01,1987.4,1898.2,29.79
2023-06-28,DEMO-01,2094.1,1257.4,29.67
2023-06-29,DEMO-01,1990.2,1688.5,28.5
2023-06-30,DEMO-01,2116.1,1244.5,29.59
2023-07-01,DEMO-01,2074.6,1457.8,29.31
2023-07-02,DEMO-01,2101.3,1686.2,30.55
2023-07-03,DEMO-01,1999.5,1963.9,28.88
2023-07-04,DEMO-01,2147.3,1493.0,29.87
2023-07-05,DEMO-01,2163.3,1992.0,28.19
2023-07-06,DEMO-01,2039.5,1821.1,29.49
2023-07-07,DEMO-01,2056.3,1638.4,29.71
2023-07-08,DEMO-01,2031.1,1436.6,29.74
2023-07-09,DEMO-01,2084.5,1614.0,29.27
2023-07-10,DEMO-01,2070.2,1554.1,30.83
2023-07-11,DEMO-01,1926.8,1738.0,29.04
2023-07-12,DEMO-01,1977.0,1387.3,29.75
2023-07-13,DEMO-01,2042.4,1168.7,29.06
2023-07-14,DEMO-01,2061.9,1736.7,28.61
2023-07-15,DEMO-01,2026.3,1639.2,28.3
2023-07-16,DEMO-01,1923.9,1141.1,28.53
2023-07-17,DEMO-01,2047.1,1440.4,29.82
2023-07-18,DEMO-01,2116.5,1302.8,30.43
2023-07-19,DEMO-01,1889.7,1227.3,29.81
2023-07-20,DEMO-01,2067.8,1107.9,29.02
2023-07-21,DEMO-01,2117.3,1149.6,28.77
2023-07-22,DEMO-01,2069.1,1483.5,29.45
2023-07-23,DEMO-01,2013.7,1866.2,28.43
2023-07-24,DEMO-01,2068.6,1258.1,30.07
2023-07-25,DEMO-01,2016.0,1796.1,29.64
2023-07-26,DEMO-01,2052.3,1159.3,28.51
2023-07-27,DEMO-01,2029.0,1266.8,30.62
2023-07-28,DEMO-01,2032.7,1494.4,28.34
2023-07-29,DEMO-01,1987.2,1513.3,29.42
2023-07-30,DEMO-01,2006.3,1396.4,30.1
2023-07-31,DEMO-01,2124.0,1888.8,30.03
2023-08-01,DEMO-01,2003.7,1768.4,28.89
2023-08-02,DEMO-01,1933.6,1543.5,29.09
2023-08-03,DEMO-01,2238.1,1229.1,28.65
2023-08-04,DEMO-01,2024.6,1226.8,29.67
2023-08-05,DEMO-01,2037.8,1233.6,30.21
2023-08-06,DEMO-01,2034.6,1786.5,27.91
2023-08-07,DEMO-01,2062.0,1902.6,30.03
2023-08-08,DEMO-01,2023.9,1779.6,29.17
2023-08-09,DEMO-01,2152.3,1978.0,29.53
2023-08-10,DEMO-01,2064.3,1814.4,28.73
2023-08-11,DEMO-01,2022.8,1815.9,29.14
2023-08-12,DEMO-01,1927.7,1831.8,31.39
2023-08-13,DEMO-01,2150.9,1286.9,29.44
2023-08-14,DEMO-01,2071.9,1843.6,29.75
2023-08-15,DEMO-01,2122.3,1908.0,29.01
2023-08-16,DEMO-01,2056.2,1850.6,32.02
2023-08-17,DEMO-01,2118.2,1913.5,30.25
2023-08-18,DEMO-01,2117.3,1696.7,29.87
2023-08-19,DEMO-01,2175.3,2082.2,30.71
2023-08-20,DEMO-01,2139.7,1461.8,30.26
2023-08-21,DEMO-01,2074.9,2035.0,29.84
2023-08-22,DEMO-01,2274.8,1988.2,29.92
2023-08-23,DEMO-01,2172.6,1864.3,28.75
2023-08-24,DEMO-01,2102.9,2007.8,29.78
2023-08-25,DEMO-01,2171.4,1631.2,29.7
2023-08-26,DEMO-01,2188.6,1781.0,30.44
2023-08-27,DEMO-01,2199.8,1964.6,30.02
2023-08-28,DEMO-01,2199.3,2116.9,30.82
2023-08-29,DEMO-01,2198.9,2040.4,30.36
2023-08-30,DEMO-01,2242.0,1726.2,29.59
2023-08-31,DEMO-01,2237.6,1838.4,31.61
2023-09-01,DEMO-01,2244.6,1939.9,30.05
2023-09-02,DEMO-01,2111.8,1975.1,30.88
2023-09-03,DEMO-01,2120.1,1990.8,29.33
2023-09-04,DEMO-01,2177.7,2105.3,31.13
2023-09-05,DEMO-01,2213.4,2106.3,29.12
2023-09-06,DEMO-01,2191.0,2050.7,32.19
2023-09-07,DEMO-01,2182.6,1931.6,31.16
2023-09-08,DEMO-01,2257.1,2265.9,30.42
2023-09-09,DEMO-01,2201.4,1993.3,31.12
2023-09-10,DEMO-01,2122.6,2071.6,29.59
2023-09-11,DEMO-01,2185.4,1963.3,30.53
2023-09-12,DEMO-01,2231.7,2183.4,31.36
2023-09-13,DEMO-01,2256.2,2133.5,31.24
2023-09-14,DEMO-01,2324.8,2184.4,30.78
2023-09-15,DEMO-01,2304.1,2080.9,31.08
2023-09-16,DEMO-01,2174.7,2055.8,31.76
2023-09-17,DEMO-01,2369.5,2141.3,31.48
2023-09-18,DEMO-01,2283.2,2114.0,29.3
2023-09-19,DEMO-01,2302.3,2277.2,30.91
2023-09-20,DEMO-01,2309.5,1661.8,30.96
2023-09-21,DEMO-01,2260.1,2186.6,29.9
2023-09-22,DEMO-01,2342.1,2381.5,30.09
2023-09-23,DEMO-01,2207.9,1980.4,32.29
2023-09-24,DEMO-01,2392.6,2295.6,30.42
2023-09-25,DEMO-01,2332.9,2340.5,30.7
2023-09-26,DEMO-01,2346.1,2309.9,30.4
2023-09-27,DEMO-01,2358.6,2049.2,31.45
2023-09-28,DEMO-01,2308.7,2143.1,31.35
2023-09-29,DEMO-01,2406.1,2115.7,32.78
2023-09-30,DEMO-01,2299.4,2129.4,30.7
2023-10-01,DEMO-01,2287.3,2280.7,31.61
2023-10-02,DEMO-01,2353.4,2148.1,29.58
2023-10-03,DEMO-01,2272.3,2274.1,30.0
2023-10-04,DEMO-01,2319.6,2237.0,32.35
2023-10-05,DEMO-01,2367.6,2133.8,32.17
2023-10-06,DEMO-01,2396.2,2277.1,31.62
2023-10-07,DEMO-01,2356.1,2084.5,32.22
2023-10-08,DEMO-01,2310.7,2250.1,30.36
2023-10-09,DEMO-01,2344.0,2259.5,32.69
2023-10-10,DEMO-01,2327.9,2205.3,30.42
2023-10-11,DEMO-01,2361.3,2080.0,31.58
2023-10-12,DEMO-01,2334.4,2135.9,33.68
2023-10-13,DEMO-01,2316.6,2397.2,30.58
2023-10-14,DEMO-01,2311.5,2232.2,32.49
2023-10-15,DEMO-01,2272.6,2162.6,32.17
2023-10-16,DEMO-01,2434.7,2241.6,30.9
2023-10-17,DEMO-01,2416.1,2405.5,33.14
2023-10-18,DEMO-01,2310.6,2293.3,30.6
2023-10-19,DEMO-01,2415.3,2259.7,31.35
2023-10-20,DEMO-01,2383.1,2283.5,31.94
2023-10-21,DEMO-01,2310.9,2257.8,31.32
2023-10-22,DEMO-01,2325.4,2210.8,34.05
2023-10-23,DEMO-01,2376.0,2354.2,30.34
2023-10-24,DEMO-01,2426.0,2322.2,32.79
2023-10-25,DEMO-01,2418.9,2368.5,29.5
2023-10-26,DEMO-01,2357.5,2293.6,28.97
2023-10-27,DEMO-01,2413.2,2167.2,31.48
2023-10-28,DEMO-01,2379.8,2229.1,32.06
2023-10-29,DEMO-01,2349.1,2364.6,32.71
2023-10-30,DEMO-01,2443.1,2254.8,32.81
2023-10-31,DEMO-01,2399.5,2265.7,31.62
2023-11-01,DEMO-01,2419.7,2362.0,31.88
2023-11-02,DEMO-01,2331.8,2299.1,31.66
2023-11-03,DEMO-01,2364.1,1962.8,32.76
2023-11-04,DEMO-01,2438.3,2459.4,30.41
2023-11-05,DEMO-01,2378.3,2064.5,30.9
2023-11-06,DEMO-01,2381.9,2307.6,32.19
2023-11-07,DEMO-01,2336.2,2127.4,32.36
2023-11-08,DEMO-01,2405.8,2273.1,32.62
2023-11-09,DEMO-01,2336.0,2202.8,31.41
2023-11-10,DEMO-01,2415.9,2329.1,31.05
2023-11-11,DEMO-01,2341.5,2271.6,32.08
2023-11-12,DEMO-01,2384.8,2204.5,30.55
2023-11-13,DEMO-01,2483.3,2463.4,32.9
2023-11-14,DEMO-01,2417.0,2352.6,31.05
2023-11-15,DEMO-01,2378.1,2275.5,31.25
2023-11-16,DEMO-01,2444.5,2463.1,32.12
2023-11-17,DEMO-01,2357.8,2251.0,30.87
2023-11-18,DEMO-01,2343.5,2089.9,30.51
2023-11-19,DEMO-01,2377.9,2210.3,32.47
2023-11-20,DEMO-01,2458.6,2271.9,30.6
2023-11-21,DEMO-01,2455.6,2366.7,31.71
2023-11-22,DEMO-01,2371.1,2258.1,31.51
2023-11-23,DEMO-01,2382.9,2312.3,29.88
2023-11-24,DEMO-01,2421.8,2219.3,30.6
2023-11-25,DEMO-01,2532.3,2375.8,31.79
2023-11-26,DEMO-01,2385.8,2262.9,32.54
2023-11-27,DEMO-01,2475.0,2260.6,30.85
2023-11-28,DEMO-01,2412.8,2252.5,30.74
2023-11-29,DEMO-01,2446.1,2468.6,32.03
2023-11-30,DEMO-01,2455.0,2356.7,32.18
2023-12-01,DEMO-01,2409.0,2397.1,32.29
2023-12-02,DEMO-01,2397.8,2286.8,31.68
2023-12-03,DEMO-01,2388.0,2179.2,31.05
2023-12-04,DEMO-01,2418.8,2279.0,32.16
2023-12-05,DEMO-01,2464.9,2311.7,31.43
2023-12-06,DEMO-01,2472.3,2454.6,32.07
2023-12-07,DEMO-01,2466.2,2444.3,31.06
2023-12-08,DEMO-01,2374.0,2254.1,31.32
2023-12-09,DEMO-01,2368.4,2271.4,31.95
2023-12-10,DEMO-01,2354.2,2141.7,29.75
2023-12-11,DEMO-01,2408.2,2287.0,32.64
2023-12-12,DEMO-01,2451.1,2140.6,31.46
2023-12-13,DEMO-01,2368.7,2324.1,29.1
2023-12-14,DEMO-01,2389.7,2489.6,31.64
2023-12-15,DEMO-01,2435.4,2338.8,31.13
2023-12-16,DEMO-01,2382.2,2293.5,30.61
2023-12-17,DEMO-01,2389.4,2303.7,33.16
2023-12-18,DEMO-01,2461.2,2179.3,32.21
2023-12-19,DEMO-01,2401.2,2274.1,31.37
2023-12-20,DEMO-01,2360.3,2280.8,31.55
2023-12-21,DEMO-01,2405.2,2303.4,31.73
2023-12-22,DEMO-01,2423.7,2370.6,30.12
2023-12-23,DEMO-01,2537.7,2437.1,33.73
2023-12-24,DEMO-01,2483.5,2305.4,31.54
2023-12-25,DEMO-01,2575.5,2437.5,33.04
2023-12-26,DEMO-01,2341.4,2438.7,30.78
2023-12-27,DEMO-01,2476.5,2165.7,32.0
2023-12-28,DEMO-01,2485.4,2174.6,30.49
2023-12-29,DEMO-01,2401.6,2212.9,29.05
2023-12-30,DEMO-01,2378.4,2203.9,32.27
2023-12-31,DEMO-01,2440.5,2339.5,31.67
2024-01-01,DEMO-01,2382.1,2272.0,31.05
2024-01-02,DEMO-01,2337.1,2183.5,28.63
2024-01-03,DEMO-01,2322.1,2236.6,31.1
2024-01-04,DEMO-01,2317.7,2289.0,31.73
2024-01-05,DEMO-01,2412.8,2220.1,30.58
2024-01-06,DEMO-01,2436.9,2329.7,31.61
2024-01-07,DEMO-01,2346.4,2357.5,30.96
2024-01-08,DEMO-01,2426.6,2197.8,30.48
2024-01-09,DEMO-01,2426.2,2157.1,31.38
2024-01-10,DEMO-01,2419.1,2283.8,29.66
2024-01-11,DEMO-01,2437.4,2363.5,31.93
2024-01-12,DEMO-01,2411.9,2368.9,31.58
2024-01-13,DEMO-01,2473.3,2235.7,32.01
2024-01-14,DEMO-01,2434.3,2224.4,32.46
2024-01-15,DEMO-01,2331.0,2264.5,31.29
2024-01-16,DEMO-01,2501.2,2394.2,29.22
2024-01-17,DEMO-01,2347.2,2231.5,31.28
2024-01-18,DEMO-01,2399.1,2324.4,30.53
2024-01-19,DEMO-01,2540.4,2425.5,32.72
2024-01-20,DEMO-01,2426.9,2401.6,31.18
2024-01-21,DEMO-01,2354.8,2198.2,32.22
2024-01-22,DEMO-01,2418.5,2279.6,32.74
2024-01-23,DEMO-01,2428.7,2363.5,30.86
2024-01-24,DEMO-01,2411.1,2279.1,31.56
2024-01-25,DEMO-01,2372.1,2251.8,31.53
2024-01-26,DEMO-01,2329.6,2270.4,33.38
2024-01-27,DEMO-01,2335.9,2102.1,32.58
2024-01-28,DEMO-01,2357.1,2148.2,30.6
2024-01-29,DEMO-01,2471.2,2342.3,30.98
2024-01-30,DEMO-01,2332.9,2159.0,31.11
2024-01-31,DEMO-01,2408.5,2290.5,30.81
2024-02-01,DEMO-01,2476.9,2323.1,31.23
2024-02-02,DEMO-01,2435.8,2325.5,31.05
2024-02-03,DEMO-01,2478.1,2464.4,31.53
2024-02-04,DEMO-01,2367.7,2390.6,31.4
2024-02-05,DEMO-01,2434.5,2226.8,32.48
2024-02-06,DEMO-01,2463.3,2304.6,30.85
2024-02-07,DEMO-01,2451.7,2225.7,30.08
2024-02-08,DEMO-01,2448.9,2277.3,31.08
2024-02-09,DEMO-01,2334.2,2346.3,30.98
2024-02-10,DEMO-01,2436.6,2441.3,32.75
2024-02-11,DEMO-01,2426.8,2261.8,32.22
2024-02-12,DEMO-01,2391.7,2248.5,32.6
2024-02-13,DEMO-01,2366.6,2268.5,32.32
2024-02-14,DEMO-01,2424.7,2176.4,29.82
2024-02-15,DEMO-01,2345.6,2221.9,30.77
2024-02-16,DEMO-01,2376.2,2334.7,30.23
2024-02-17,DEMO-01,2451.7,2403.7,32.83
2024-02-18,DEMO-01,2457.2,2337.9,32.21
2024-02-19,DEMO-01,2426.4,2367.4,31.84
2024-02-20,DEMO-01,2374.5,2086.5,31.02
2024-02-21,DEMO-01,2338.7,2145.3,31.11
2024-02-22,DEMO-01,2356.9,2169.3,30.77
2024-02-23,DEMO-01,2470.5,2126.7,32.05
2024-02-24,DEMO-01,2410.4,2331.4,31.59
2024-02-25,DEMO-01,2394.1,2324.0,32.09
2024-02-26,DEMO-01,2408.7,2329.7,31.85
2024-02-27,DEMO-01,2437.3,2424.1,32.2
2024-02-28,DEMO-01,2343.1,2203.8,31.94
2024-02-29,DEMO-01,2372.8,2450.8,32.43
2024-03-01,DEMO-01,2435.1,2237.5,32.13
2024-03-02,DEMO-01,2412.7,2292.5,31.06
2024-03-03,DEMO-01,2460.3,2418.4,31.91
2024-03-04,DEMO-01,2440.8,2348.6,31.76
2024-03-05,DEMO-01,2356.8,2375.1,31.33
2024-03-06,DEMO-01,2215.7,1954.6,31.48
2024-03-07,DEMO-01,2410.4,2282.8,32.35
2024-03-08,DEMO-01,2341.6,2237.7,31.95
2024-03-09,DEMO-01,2426.9,2277.4,32.29
2024-03-10,DEMO-01,2486.4,2204.9,31.53
2024-03-11,DEMO-01,2342.2,2174.6,32.47
2024-03-12,DEMO-01,2434.2,2278.2,32.15
2024-03-13,DEMO-01,2446.4,2394.4,30.81
2024-03-14,DEMO-01,2417.4,2407.2,31.19
2024-03-15,DEMO-01,2416.3,2270.3,30.77
2024-03-16,DEMO-01,2283.9,2188.4,30.57
2024-03-17,DEMO-01,2401.6,2470.2,33.77
2024-03-18,DEMO-01,2397.3,2434.7,32.91
2024-03-19,DEMO-01,2455.3,2122.4,32.47
2024-03-20,DEMO-01,2450.2,2370.7,31.87
2024-03-21,DEMO-01,2369.1,2363.1,31.02
2024-03-22,DEMO-01,2292.4,2143.5,30.54
2024-03-23,DEMO-01,2308.9,2172.4,31.3
2024-03-24,DEMO-01,2473.8,2290.4,30.87
2024-03-25,DEMO-01,2391.8,2167.5,32.08
2024-03-26,DEMO-01,2316.2,2306.8,31.6
2024-03-27,DEMO-01,2322.7,2326.5,32.2
2024-03-28,DEMO-01,2407.7,2325.7,31.68
2024-03-29,DEMO-01,2401.3,2338.4,30.03
2024-03-30,DEMO-01,2485.3,2482.3,31.32
2024-03-31,DEMO-01,2389.3,2130.7,31.79
2024-04-01,DEMO-01,2414.5,2320.9,31.69
2024-04-02,DEMO-01,2390.4,2206.4,30.99
2024-04-03,DEMO-01,2437.2,2386.9,31.04
2024-04-04,DEMO-01,2488.4,2383.7,30.89
2024-04-05,DEMO-01,2442.9,2401.3,30.03
2024-04-06,DEMO-01,2498.7,2165.5,31.42
2024-04-07,DEMO-01,2419.3,2384.8,32.1
2024-04-08,DEMO-01,2301.5,2212.1,31.03
2024-04-09,DEMO-01,2342.6,2213.2,30.38
2024-04-10,DEMO-01,2432.3,2203.1,32.27
2024-04-11,DEMO-01,2372.9,2226.2,32.58
2024-04-12,DEMO-01,2385.3,2199.0,31.04
2024-04-13,DEMO-01,2339.7,2224.6,30.61
2024-04-14,DEMO-01,2462.6,2174.3,31.28
2024-04-15,DEMO-01,2466.2,2265.8,31.64
2024-04-16,DEMO-01,2368.2,2313.9,31.01
2024-04-17,DEMO-01,2367.5,2126.1,30.05
2024-04-18,DEMO-01,2448.3,2449.9,32.19
2024-04-19,DEMO-01,2434.3,2501.9,31.57
2024-04-20,DEMO-01,2285.6,2292.8,32.67
2024-04-21,DEMO-01,2411.1,2161.6,31.39
2024-04-22,DEMO-01,2399.3,2311.5,32.59
2024-04-23,DEMO-01,2380.6,2237.9,31.14
2024-04-24,DEMO-01,2320.3,2319.0,30.81
2024-04-25,DEMO-01,2319.6,2246.8,30.88
2024-04-26,DEMO-01,2194.2,2056.8,32.85
2024-04-27,DEMO-01,2326.5,2164.5,31.13
2024-04-28,DEMO-01,2252.0,2174.4,32.62
2024-04-29,DEMO-01,2328.4,2150.5,30.87
2024-04-30,DEMO-01,2377.9,2258.3,30.07
2024-05-01,DEMO-01,2289.1,2150.8,31.83
2024-05-02,DEMO-01,2424.0,2265.3,30.67
2024-05-03,DEMO-01,2455.6,2231.3,31.46
2024-05-04,DEMO-01,2358.3,2312.8,31.36
2024-05-05,DEMO-01,2375.8,2322.0,31.33
2024-05-06,DEMO-01,2250.3,2080.8,32.55
2024-05-07,DEMO-01,2346.3,2217.1,31.35
2024-05-08,DEMO-01,2255.7,2119.8,31.22
2024-05-09,DEMO-01,2234.8,2284.1,30.8
2024-05-10,DEMO-01,2256.5,2007.4,31.53
2024-05-11,DEMO-01,2314.1,2263.8,31.44
2024-05-12,DEMO-01,2316.6,1741.1,30.69
