date,mine_id,equipment_id,equipment_type,downtime_h,availability,failure,repair_h
2023-06-22,DEMO-01,SH-01,shovel,2.21,0.908,0,0.0
2023-06-23,DEMO-01,SH-01,shovel,8.3,0.654,0,0.0
2023-06-24,DEMO-01,SH-01,shovel,1.01,0.958,0,0.0
2023-06-25,DEMO-01,SH-01,shovel,2.38,0.901,0,0.0
2023-06-26,DEMO-01,SH-01,shovel,6.21,0.741,0,0.0
2023-06-27,DEMO-01,SH-01,shovel,1.37,0.943,0,0.0
2023-06-28,DEMO-01,SH-01,shovel,9.34,0.611,0,0.0
2023-06-29,DEMO-01,SH-01,shovel,0.56,0.977,0,0.0
2023-06-30,DEMO-01,SH-01,shovel,8.41,0.649,0,0.0
2023-07-01,DEMO-01,SH-01,shovel,6.53,0.728,0,0.0
2023-07-02,DEMO-01,SH-01,shovel,2.8,0.883,0,0.0
2023-07-03,DEMO-01,SH-01,shovel,1.31,0.945,0,0.0
2023-07-04,DEMO-01,SH-01,shovel,6.18,0.742,0,0.0
2023-07-05,DEMO-01,SH-01,shovel,0.46,0.981,0,0.0
2023-07-06,DEMO-01,SH-01,shovel,0.84,0.965,0,0.0
2023-07-07,DEMO-01,SH-01,shovel,6.98,0.709,0,0.0
2023-07-08,DEMO-01,SH-01,shovel,4.38,0.818,0,0.0
2023-07-09,DEMO-01,SH-01,shovel,5.58,0.768,0,0.0
2023-07-10,DEMO-01,SH-01,shovel,3.83,0.84,0,0.0
2023-07-11,DEMO-01,SH-01,shovel,2.22,0.908,0,0.0
2023-07-12,DEMO-01,SH-01,shovel,5.81,0.758,0,0.0
2023-07-13,DEMO-01,SH-01,shovel,8.88,0.63,0,0.0
2023-07-14,DEMO-01,SH-01,shovel,0.95,0.96,0,0.0
2023-07-15,DEMO-01,SH-01,shovel,3.36,0.86,0,0.0
2023-07-16,DEMO-01,SH-01,shovel,13.05,0.456,0,0.0
2023-07-17,DEMO-01,SH-01,shovel,5.4,0.775,0,0.0
2023-07-18,DEMO-01,SH-01,shovel,11.57,0.518,0,0.0
2023-07-19,DEMO-01,SH-01,shovel,10.11,0.579,1,6.12
2023-07-20,DEMO-01,SH-01,shovel,12.04,0.498,0,0.0
2023-07-21,DEMO-01,SH-01,shovel,7.64,0.682,0,0.0
2023-07-22,DEMO-01,SH-01,shovel,3.38,0.859,0,0.0
2023-07-23,DEMO-01,SH-01,shovel,1.1,0.954,0,0.0
2023-07-24,DEMO-01,SH-01,shovel,8.19,0.659,0,0.0
2023-07-25,DEMO-01,SH-01,shovel,1.27,0.947,0,0.0
2023-07-26,DEMO-01,SH-01,shovel,16.71,0.304,0,0.0
2023-07-27,DEMO-01,SH-01,shovel,10.97,0.543,0,0.0
2023-07-28,DEMO-01,SH-01,shovel,4.28,0.822,0,0.0
2023-07-29,DEMO-01,SH-01,shovel,3.11,0.87,0,0.0
2023-07-30,DEMO-01,SH-01,shovel,4.17,0.826,0,0.0
2023-07-31,DEMO-01,SH-01,shovel,2.62,0.891,0,0.0
2023-08-01,DEMO-01,SH-01,shovel,1.28,0.947,0,0.0
2023-08-02,DEMO-01,SH-01,shovel,3.14,0.869,0,0.0
2023-08-03,DEMO-01,SH-01,shovel,8.2,0.658,0,0.0
2023-08-04,DEMO-01,SH-01,shovel,9.21,0.616,0,0.0
2023-08-05,DEMO-01,SH-01,shovel,7.02,0.708,0,0.0
2023-08-06,DEMO-01,SH-01,shovel,1.19,0.951,0,0.0
2023-08-07,DEMO-01,SH-01,shovel,0.69,0.971,0,0.0
2023-08-08,DEMO-01,SH-01,shovel,0.4,0.983,0,0.0
2023-08-09,DEMO-01,SH-01,shovel,5.3,0.779,0,0.0
2023-08-10,DEMO-01,SH-01,shovel,1.22,0.949,0,0.0
2023-08-11,DEMO-01,SH-01,shovel,1.49,0.938,0,0.0
2023-08-12,DEMO-01,SH-01,shovel,1.71,0.929,0,0.0
2023-08-13,DEMO-01,SH-01,shovel,7.08,0.705,0,0.0
2023-08-14,DEMO-01,SH-01,shovel,2.94,0.877,0,0.0
2023-08-15,DEMO-01,SH-01,shovel,0.58,0.976,0,0.0
2023-08-16,DEMO-01,SH-01,shovel,1.57,0.935,0,0.0
2023-08-17,DEMO-01,SH-01,shovel,0.73,0.97,0,0.0
2023-08-18,DEMO-01,SH-01,shovel,3.64,0.848,0,0.0
2023-08-19,DEMO-01,SH-01,shovel,1.54,0.936,0,0.0
2023-08-20,DEMO-01,SH-01,shovel,10.86,0.547,1,9.73
2023-08-21,DEMO-01,SH-01,shovel,1.32,0.945,0,0.0
2023-08-22,DEMO-01,SH-01,shovel,1.64,0.932,0,0.0
2023-08-23,DEMO-01,SH-01,shovel,2.73,0.886,0,0.0
2023-08-24,DEMO-01,SH-01,shovel,1.9,0.921,0,0.0
2023-08-25,DEMO-01,SH-01,shovel,4.93,0.795,0,0.0
2023-08-26,DEMO-01,SH-01,shovel,6.12,0.745,0,0.0
2023-08-27,DEMO-01,SH-01,shovel,1.03,0.957,0,0.0
2023-08-28,DEMO-01,SH-01,shovel,0.44,0.982,0,0.0
2023-08-29,DEMO-01,SH-01,shovel,1.96,0.918,0,0.0
2023-08-30,DEMO-01,SH-01,shovel,5.38,0.776,0,0.0
2023-08-31,DEMO-01,SH-01,shovel,6.28,0.739,1,2.85
2023-09-01,DEMO-01,SH-01,shovel,2.94,0.877,0,0.0
2023-09-02,DEMO-01,SH-01,shovel,1.32,0.945,0,0.0
2023-09-03,DEMO-01,SH-01,shovel,2.7,0.888,0,0.0
2023-09-04,DEMO-01,SH-01,shovel,0.66,0.972,0,0.0
2023-09-05,DEMO-01,SH-01,shovel,4.11,0.829,0,0.0
2023-09-06,DEMO-01,SH-01,shovel,1.6,0.933,0,0.0
2023-09-07,DEMO-01,SH-01,shovel,5.22,0.782,1,5.26
2023-09-08,DEMO-01,SH-01,shovel,1.18,0.951,0,0.0
2023-09-09,DEMO-01,SH-01,shovel,2.18,0.909,0,0.0
2023-09-10,DEMO-01,SH-01,shovel,0.49,0.979,0,0.0
2023-09-11,DEMO-01,SH-01,shovel,1.92,0.92,0,0.0
2023-09-12,DEMO-01,SH-01,shovel,1.47,0.939,0,0.0
2023-09-13,DEMO-01,SH-01,shovel,2.86,0.881,0,0.0
2023-09-14,DEMO-01,SH-01,shovel,1.72,0.928,0,0.0
2023-09-15,DEMO-01,SH-01,shovel,2.62,0.891,0,0.0
2023-09-16,DEMO-01,SH-01,shovel,3.49,0.855,0,0.0
2023-09-17,DEMO-01,SH-01,shovel,0.98,0.959,0,0.0
2023-09-18,DEMO-01,SH-01,shovel,3.81,0.841,0,0.0
2023-09-19,DEMO-01,SH-01,shovel,1.95,0.919,0,0.0
2023-09-20,DEMO-01,SH-01,shovel,5.89,0.755,0,0.0
2023-09-21,DEMO-01,SH-01,shovel,0.69,0.971,0,0.0
2023-09-22,DEMO-01,SH-01,shovel,1.3,0.946,0,0.0
2023-09-23,DEMO-01,SH-01,shovel,1.24,0.948,0,0.0
2023-09-24,DEMO-01,SH-01,shovel,0.24,0.99,0,0.0
2023-09-25,DEMO-01,SH-01,shovel,0.38,0.984,0,0.0
2023-09-26,DEMO-01,SH-01,shovel,0.54,0.977,0,0.0
2023-09-27,DEMO-01,SH-01,shovel,8.96,0.627,1,9.02
2023-09-28,DEMO-01,SH-01,shovel,1.2,0.95,0,0.0
2023-09-29,DEMO-01,SH-01,shovel,3.59,0.85,0,0.0
2023-09-30,DEMO-01,SH-01,shovel,0.16,0.993,0,0.0
2023-10-01,DEMO-01,SH-01,shovel,2.18,0.909,0,0.0
2023-10-02,DEMO-01,SH-01,shovel,0.44,0.982,0,0.0
2023-10-03,DEMO-01,SH-01,shovel,1.6,0.933,0,0.0
2023-10-04,DEMO-01,SH-01,shovel,1.99,0.917,0,0.0
2023-10-05,DEMO-01,SH-01,shovel,0.69,0.971,0,0.0
2023-10-06,DEMO-01,SH-01,shovel,1.63,0.932,1,1.67
2023-10-07,DEMO-01,SH-01,shovel,6.09,0.746,1,6.62
2023-10-08,DEMO-01,SH-01,shovel,1.29,0.946,0,0.0
2023-10-09,DEMO-01,SH-01,shovel,3.17,0.868,0,0.0
2023-10-10,DEMO-01,SH-01,shovel,2.48,0.897,0,0.0
2023-10-11,DEMO-01,SH-01,shovel,0.66,0.972,0,0.0
2023-10-12,DEMO-01,SH-01,shovel,1.83,0.924,0,0.0
2023-10-13,DEMO-01,SH-01,shovel,1.16,0.952,0,0.0
2023-10-14,DEMO-01,SH-01,shovel,0.29,0.988,0,0.0
2023-10-15,DEMO-01,SH-01,shovel,2.68,0.888,0,0.0
2023-10-16,DEMO-01,SH-01,shovel,0.54,0.978,0,0.0
2023-10-17,DEMO-01,SH-01,shovel,0.76,0.968,0,0.0
2023-10-18,DEMO-01,SH-01,shovel,4.86,0.798,0,0.0
2023-10-19,DEMO-01,SH-01,shovel,5.6,0.767,0,0.0
2023-10-20,DEMO-01,SH-01,shovel,1.63,0.932,0,0.0
2023-10-21,DEMO-01,SH-01,shovel,2.27,0.905,0,0.0
2023-10-22,DEMO-01,SH-01,shovel,0.78,0.967,0,0.0
2023-10-23,DEMO-01,SH-01,shovel,2.84,0.882,0,0.0
2023-10-24,DEMO-01,SH-01,shovel,1.58,0.934,0,0.0
2023-10-25,DEMO-01,SH-01,shovel,2.42,0.899,0,0.0
2023-10-26,DEMO-01,SH-01,shovel,0.85,0.964,0,0.0
2023-10-27,DEMO-01,SH-01,shovel,0.37,0.985,0,0.0
2023-10-28,DEMO-01,SH-01,shovel,2.68,0.888,0,0.0
2023-10-29,DEMO-01,SH-01,shovel,0.45,0.981,0,0.0
2023-10-30,DEMO-01,SH-01,shovel,0.23,0.99,0,0.0
2023-10-31,DEMO-01,SH-01,shovel,0.76,0.969,0,0.0
2023-11-01,DEMO-01,SH-01,shovel,1.64,0.932,0,0.0
2023-11-02,DEMO-01,SH-01,shovel,0.75,0.969,0,0.0
2023-11-03,DEMO-01,SH-01,shovel,1.54,0.936,0,0.0
2023-11-04,DEMO-01,SH-01,shovel,1.52,0.937,0,0.0
2023-11-05,DEMO-01,SH-01,shovel,2.37,0.901,0,0.0
2023-11-06,DEMO-01,SH-01,shovel,0.5,0.979,0,0.0
2023-11-07,DEMO-01,SH-01,shovel,4.4,0.817,0,0.0
2023-11-08,DEMO-01,SH-01,shovel,1.01,0.958,0,0.0
2023-11-09,DEMO-01,SH-01,shovel,1.09,0.955,0,0.0
2023-11-10,DEMO-01,SH-01,shovel,1.28,0.947,0,0.0
2023-11-11,DEMO-01,SH-01,shovel,2.18,0.909,0,0.0
2023-11-12,DEMO-01,SH-01,shovel,1.59,0.934,0,0.0
2023-11-13,DEMO-01,SH-01,shovel,3.36,0.86,0,0.0
2023-11-14,DEMO-01,SH-01,shovel,0.34,0.986,0,0.0
2023-11-15,DEMO-01,SH-01,shovel,0.23,0.99,0,0.0
2023-11-16,DEMO-01,SH-01,shovel,3.02,0.874,0,0.0
2023-11-17,DEMO-01,SH-01,shovel,1.14,0.953,0,0.0
2023-11-18,DEMO-01,SH-01,shovel,1.74,0.927,0,0.0
2023-11-19,DEMO-01,SH-01,shovel,5.74,0.761,0,0.0
2023-11-20,DEMO-01,SH-01,shovel,1.88,0.922,0,0.0
2023-11-21,DEMO-01,SH-01,shovel,3.59,0.851,0,0.0
2023-11-22,DEMO-01,SH-01,shovel,1.14,0.952,0,0.0
2023-11-23,DEMO-01,SH-01,shovel,2.22,0.907,0,0.0
2023-11-24,DEMO-01,SH-01,shovel,0.53,0.978,0,0.0
2023-11-25,DEMO-01,SH-01,shovel,3.56,0.852,0,0.0
2023-11-26,DEMO-01,SH-01,shovel,3.37,0.86,0,0.0
2023-11-27,DEMO-01,SH-01,shovel,9.55,0.602,1,6.63
2023-11-28,DEMO-01,SH-01,shovel,0.68,0.972,0,0.0
2023-11-29,DEMO-01,SH-01,shovel,2.42,0.899,0,0.0
2023-11-30,DEMO-01,SH-01,shovel,4.13,0.828,0,0.0
2023-12-01,DEMO-01,SH-01,shovel,1.06,0.956,0,0.0
2023-12-02,DEMO-01,SH-01,shovel,2.58,0.892,0,0.0
2023-12-03,DEMO-01,SH-01,shovel,1.45,0.94,0,0.0
2023-12-04,DEMO-01,SH-01,shovel,0.09,0.996,0,0.0
2023-12-05,DEMO-01,SH-01,shovel,0.52,0.978,0,0.0
2023-12-06,DEMO-01,SH-01,shovel,1.22,0.949,0,0.0
2023-12-07,DEMO-01,SH-01,shovel,0.69,0.971,0,0.0
2023-12-08,DEMO-01,SH-01,shovel,0.48,0.98,0,0.0
2023-12-09,DEMO-01,SH-01,shovel,1.11,0.954,0,0.0
2023-12-10,DEMO-01,SH-01,shovel,0.35,0.986,0,0.0
2023-12-11,DEMO-01,SH-01,shovel,0.47,0.981,0,0.0
2023-12-12,DEMO-01,SH-01,shovel,3.65,0.848,0,0.0
2023-12-13,DEMO-01,SH-01,shovel,0.27,0.989,0,0.0
2023-12-14,DEMO-01,SH-01,shovel,1.94,0.919,0,0.0
2023-12-15,DEMO-01,SH-01,shovel,0.58,0.976,0,0.0
2023-12-16,DEMO-01,SH-01,shovel,0.88,0.963,0,0.0
2023-12-17,DEMO-01,SH-01,shovel,1.61,0.933,0,0.0
2023-12-18,DEMO-01,SH-01,shovel,1.57,0.935,0,0.0
2023-12-19,DEMO-01,SH-01,shovel,0.79,0.967,0,0.0
2023-12-20,DEMO-01,SH-01,shovel,3.31,0.862,0,0.0
2023-12-21,DEMO-01,SH-01,shovel,4.71,0.804,0,0.0
2023-12-22,DEMO-01,SH-01,shovel,1.39,0.942,0,0.0
2023-12-23,DEMO-01,SH-01,shovel,1.68,0.93,0,0.0
2023-12-24,DEMO-01,SH-01,shovel,1.13,0.953,0,0.0
2023-12-25,DEMO-01,SH-01,shovel,6.93,0.711,1,6.83
2023-12-26,DEMO-01,SH-01,shovel,0.79,0.967,0,0.0
2023-12-27,DEMO-01,SH-01,shovel,0.23,0.99,0,0.0
2023-12-28,DEMO-01,SH-01,shovel,0.6,0.975,0,0.0
2023-12-29,DEMO-01,SH-01,shovel,0.48,0.98,0,0.0
2023-12-30,DEMO-01,SH-01,shovel,1.05,0.956,0,0.0
2023-12-31,DEMO-01,SH-01,shovel,1.61,0.933,0,0.0
2024-01-01,DEMO-01,SH-01,shovel,0.94,0.961,0,0.0
2024-01-02,DEMO-01,SH-01,shovel,1.14,0.953,0,0.0
2024-01-03,DEMO-01,SH-01,shovel,0.74,0.969,0,0.0
2024-01-04,DEMO-01,SH-01,shovel,2.16,0.91,0,0.0
2024-01-05,DEMO-01,SH-01,shovel,1.9,0.921,0,0.0
2024-01-06,DEMO-01,SH-01,shovel,0.47,0.981,0,0.0
2024-01-07,DEMO-01,SH-01,shovel,0.88,0.963,0,0.0
2024-01-08,DEMO-01,SH-01,shovel,1.72,0.928,0,0.0
2024-01-09,DEMO-01,SH-01,shovel,3.26,0.864,1,3.38
2024-01-10,DEMO-01,SH-01,shovel,8.28,0.655,1,7.99
2024-01-11,DEMO-01,SH-01,shovel,0.77,0.968,0,0.0
